# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	116448
#@/user_id	desktop
a 	啊	c=174 d=2.53214 t=116448
bu chao guo 	不超過	c=2 d=6.67431e-09 t=116448
bu cheng gong 	不成功	c=1 d=4.75289e-191 t=116448
bu chi fan 	不喫飯	c=1 d=2.99918e-98 t=116448
bu chong 	補充	c=118 d=0.023474 t=116448
bu chong kai 	補充開	c=1 d=8.91764e-65 t=116448
bu chong le 	補充了	c=1 d=5.28427e-85 t=116448
bu chu 	不出	c=13 d=0.0934665 t=116448
bu chu lai 	不出來	c=13 d=3.79213e-05 t=116448
bu chu qu 	不出去	c=1 d=1.05029e-224 t=116448
bu chu sheng 	不出聲	c=1 d=0.421051 t=116448
bu chu xian 	不出現	c=1 d=2.45604e-218 t=116448
bu chuan 	不傳	c=1 d=6.20913e-12 t=116448
bu chuang jian 	不創建	c=1 d=5.65705e-181 t=116448
bu cun zai 	不存在	c=9 d=4.50876e-12 t=116448
bu cuo 	不錯	c=5 d=0.190091 t=116448
bu da 	不大	c=18 d=4.21371e-11 t=116448
bu da kai 	不打開	c=1 d=1.08345e-178 t=116448
bu dai 	不帶	c=1 d=9.7473e-229 t=116448
bu dan dan 	不單單	c=2 d=6.14715e-41 t=116448
bu dao 	不到	c=49 d=1.07932e-11 t=116448
bu dao le 	不到了	c=1 d=1.33504e-164 t=116448
bu de bu 	不得不	c=2 d=7.49107e-73 t=116448
bu dei 	不得	c=1 d=1.1945e-179 t=116448
bu diao yong 	不調用	c=1 d=8.09075e-126 t=116448
bu ding 	補丁	c=1 d=5.41089e-187 t=116448
bu dong 	不動	c=1 d=2.49731e-120 t=116448
bu dong 	不懂	c=1 d=2.93957e-09 t=116448
bu duan 	不斷	c=6 d=1.31694e-33 t=116448
bu dui 	不對	c=18 d=0.966194 t=116448
bu dui a 	不對啊	c=1 d=3.16229e-74 t=116448
bu dui ba 	不對吧	c=1 d=3.6431e-239 t=116448
bu dui ying 	不對應	c=1 d=1.69325e-225 t=116448
bu duo 	不多	c=3 d=9.0349e-101 t=116448
bu er 	不二	c=1 d=1.04696e-128 t=116448
bu er zhi 	布尔值	c=3 d=2.32174e-86 t=116448
bu fa 	補發	c=2 d=0.2334 t=116448
bu fan 	不凡	c=1 d=2.19219e-87 t=116448
bu fang 	不放	c=1 d=1.39586e-100 t=116448
bu fen 	部分	c=80 d=0.501312 t=116448
bu fu 	不服	c=1 d=1.0827e-170 t=116448
bu fu he 	不符合	c=4 d=1.04835e-26 t=116448
bu gai 	不改	c=2 d=1.6174e-39 t=116448
bu gai 	不該	c=1 d=0.247833 t=116448
bu gai dong 	不改動	c=2 d=5.74621e-71 t=116448
bu gan 	不感	c=4 d=1.43782e-07 t=116448
bu gan 	不敢	c=6 d=1.44859e-14 t=116448
bu gan xing qu 	不感興趣	c=2 d=1.04981e-13 t=116448
bu gao 	不高	c=1 d=1.44524e-156 t=116448
bu gei li 	不給力	c=1 d=2.74992e-136 t=116448
bu gen 	不跟	c=13 d=4.24117e-145 t=116448
bu geng huan 	不更換	c=6 d=4.07388e-54 t=116448
bu geng xin 	不更新	c=1 d=0.425284 t=116448
bu gou 	不夠	c=9 d=0.872823 t=116448
bu guan 	不管	c=5 d=1.89933e-47 t=116448
bu guan le 	不管了	c=1 d=0.169484 t=116448
bu guan zhu 	不關注	c=1 d=8.85384e-10 t=116448
bu guo 	不過	c=169 d=1.77237 t=116448
bu guo lai 	不過來	c=1 d=3.96493e-88 t=116448
bu guo zhe li 	不過這裏	c=1 d=7.69772e-99 t=116448
bu han 	不含	c=0 d=4.21984e-28 t=116448
bu han you 	不含有	c=1 d=4.241e-27 t=116448
bu hao 	不好	c=14 d=0.918512 t=116448
bu hao ma 	不好嗎	c=1 d=6.24522e-227 t=116448
bu hao shi 	不好使	c=1 d=9.59459e-161 t=116448
bu hao yi si 	不好意思	c=14 d=0.133988 t=116448
bu he li 	不合理	c=1 d=2.32948e-38 t=116448
bu he li o 	不合理哦	c=1 d=2.34117e-37 t=116448
bu hua suan 	不划算	c=0 d=2.34196e-42 t=116448
bu huan 	不換	c=1 d=2.58466e-54 t=116448
bu hui 	不會	c=82 d=0.423175 t=116448
bu hui bian 	不會變	c=2 d=2.92433e-36 t=116448
bu hui chu 	不會出	c=1 d=8.58924e-06 t=116448
bu hui de 	不會的	c=1 d=4.7208e-82 t=116448
bu hui fu 	不回覆	c=1 d=0.447088 t=116448
bu hui qu 	不回去	c=2 d=0.582748 t=116448
bu hui you 	不會有	c=2 d=6.86755e-80 t=116448
bu ji 	不急	c=15 d=4.27779e-11 t=116448
bu ji de 	不記得	c=1 d=0.286505 t=116448
bu ji de hua 	不急的話	c=1 d=5.85637e-206 t=116448
bu ji lu 	不記錄	c=3 d=2.496 t=116448
bu ji ru 	不計入	c=1 d=0.588605 t=116448
bu ji shi 	不及時	c=1 d=2.34428e-82 t=116448
bu ji shi 	不濟事	c=1 d=1.42198e-171 t=116448
bu jian 	不见	c=3 d=2.78792e-125 t=116448
bu jian le 	不見了	c=2 d=0.273898 t=116448
bu jian yi 	不建議	c=9 d=1.22413e-08 t=116448
bu jiang li 	不講理	c=1 d=1.40889e-121 t=116448
bu jie xi 	不解析	c=1 d=7.13399e-116 t=116448
bu jin 	不僅	c=1 d=3.91293e-21 t=116448
bu jing guo 	不經過	c=1 d=1.08164e-129 t=116448
bu jiu 	不久	c=1 d=2.2548e-36 t=116448
bu jiu shi 	不就是	c=2 d=1.30401e-64 t=116448
bu jiu xing 	不就行	c=1 d=1.49737e-73 t=116448
bu jiu xing le 	不就行了	c=1 d=1.45075e-142 t=116448
bu ju 	佈局	c=18 d=2.28799e-27 t=116448
bu jun 	不均	c=14 d=1.49321e-51 t=116448
bu ka 	不卡	c=2 d=1.07346e-128 t=116448
bu kai 	不開	c=3 d=2.51854e-102 t=116448
bu kan 	不看	c=1 d=1.149e-222 t=116448
bu kao lv 	不考慮	c=1 d=5.08972e-173 t=116448
bu ke 	不可	c=1 d=8.2435e-52 t=116448
bu ke jian 	不可見	c=2 d=4.9497e-46 t=116448
bu ke yi 	不可以	c=19 d=1.06198e-31 t=116448
bu ke yi de 	不可以的	c=1 d=1.0495e-127 t=116448
bu kuai le 	不快樂	c=1 d=5.06346e-171 t=116448
bu kui 	不愧	c=1 d=7.13711e-33 t=116448
bu kui 	不虧	c=1 d=0.396532 t=116448
bu la 	不拉	c=1 d=2.48832e-107 t=116448
bu lang man 	不浪漫	c=1 d=6.56647e-82 t=116448
bu le guan 	不樂觀	c=1 d=7.71033e-177 t=116448
bu li jie 	不理解	c=1 d=2.61103e-232 t=116448
bu liao 	不了	c=42 d=0.144155 t=116448
bu liao de 	不了的	c=1 d=1.86687e-197 t=116448
bu liao le 	不了了	c=1 d=5.66168e-220 t=116448
bu liao tiao kuan 	不了條款	c=1 d=0.980199 t=116448
bu men 	部門	c=7 d=1.66366e-18 t=116448
bu ming bai 	不明白	c=1 d=1.21314e-214 t=116448
bu mo yu 	不摸魚	c=1 d=8.00564e-178 t=116448
bu neng 	不能	c=68 d=0.70292 t=116448
bu neng gai 	不能改	c=1 d=1.89405e-220 t=116448
bu neng ne ge 	不能呢個	c=2 d=3.30166e-52 t=116448
bu neng yong 	不能用	c=1 d=2.80318e-97 t=116448
bu neng zhi jie 	不能直接	c=1 d=4.18626e-80 t=116448
bu ou 	布偶	c=1 d=4.52076e-102 t=116448
bu pa 	不怕	c=2 d=7.56814e-17 t=116448
bu qi 	補齊	c=1 d=3.39932e-42 t=116448
bu qi yong 	不啓用	c=1 d=4.98125e-08 t=116448
bu qi zuo yong 	不起作用	c=3 d=0.932394 t=116448
bu qia dang 	不恰當	c=1 d=5.78763e-126 t=116448
bu qie huan 	不切換	c=1 d=0.384812 t=116448
bu qing 	不清	c=0 d=6.84421e-41 t=116448
bu qing chu 	不清楚	c=23 d=1.20404e-08 t=116448
bu qing cu 	不清粗	c=1 d=6.87852e-40 t=116448
bu qing xi 	不清晰	c=2 d=2.3501e-23 t=116448
bu qu 	不去	c=2 d=1.74682e-121 t=116448
bu qu le 	不去了	c=2 d=0.715338 t=116448
bu quan 	不全	c=1 d=8.64028e-105 t=116448
bu quan 	補全	c=12 d=1.89872 t=116448
bu que ding xing 	不確定性	c=0 d=1.34616e-145 t=116448
bu ran 	不然	c=61 d=0.351514 t=116448
bu rang 	不讓	c=2 d=8.82233e-115 t=116448
bu ru 	不如	c=8 d=3.73479e-24 t=116448
bu shai xuan 	不篩選	c=1 d=8.40574e-46 t=116448
bu shan chang 	不擅長	c=1 d=8.00071e-112 t=116448
bu shang 	不上	c=2 d=0.185444 t=116448
bu shang 	不赏	c=3 d=2.71293e-137 t=116448
bu shang 	補上	c=3 d=4.06866e-101 t=116448
bu shang bao 	不上報	c=1 d=1.39012e-81 t=116448
bu shang qu 	不上去	c=1 d=5.58037e-50 t=116448
bu shao 	不少	c=9 d=1.84177 t=116448
bu shao gong fu 	不少功夫	c=1 d=0.543351 t=116448
bu shao ren 	不少人	c=1 d=1.38659e-198 t=116448
bu shao yu 	不少於	c=1 d=4.02871e-158 t=116448
bu she ji 	不涉及	c=9 d=1.40593e-08 t=116448
bu she zhi 	不設置	c=1 d=3.46374e-57 t=116448
bu shi 	不是	c=179 d=2.75165 t=116448
bu shi he 	不適合	c=1 d=2.14454e-05 t=116448
bu shi hen qing 	不是很輕	c=1 d=1.08665e-154 t=116448
bu shi hen xiao 	不是很小	c=1 d=0.0623495 t=116448
bu shi pei 	不適配	c=1 d=9.02261e-85 t=116448
bu shi yong 	不適用	c=2 d=1.15176e-74 t=116448
bu shu 	部署	c=7 d=6.36816e-30 t=116448
bu shu fu 	不舒服	c=4 d=0.453845 t=116448
bu shun 	不順	c=0 d=5.36904e-38 t=116448
bu shuo 	不說	c=3 d=7.67704e-38 t=116448
bu suan 	不算	c=6 d=5.51826e-36 t=116448
bu tai 	不太	c=58 d=0.0268475 t=116448
bu tai fu he 	不太符合	c=1 d=2.3345e-121 t=116448
bu tai hao 	不太好	c=2 d=3.27169e-33 t=116448
bu tai qing chu 	不太清楚	c=2 d=3.55918e-112 t=116448
bu tai xiang 	不太像	c=2 d=0.856415 t=116448
bu tai xing 	不太行	c=2 d=1.20094e-154 t=116448
bu tai yi yang 	不太一樣	c=1 d=9.05924e-162 t=116448
bu tan 	不談	c=1 d=2.48569e-124 t=116448
bu ti jiao dao 	不提交到	c=1 d=0.45612 t=116448
bu tian yai 	不天崖	c=1 d=9.95597e-96 t=116448
bu tong 	不同	c=56 d=0.0788664 t=116448
bu tong chang 	不通暢	c=1 d=1.12529e-212 t=116448
bu tong chu 	不同處	c=1 d=8.72004e-213 t=116448
bu tong guo 	不通過	c=2 d=3.26126e-113 t=116448
bu tong yi 	不統一	c=1 d=4.807e-89 t=116448
bu tou chuan 	不透传	c=2 d=7.77194e-153 t=116448
bu wan 	不晚	c=1 d=1.29778e-184 t=116448
bu wan shan 	不完善	c=1 d=6.3176e-98 t=116448
bu wei hu 	不維護	c=1 d=5.48705e-175 t=116448
bu xi huan 	不喜歡	c=8 d=0.916824 t=116448
bu xia 	不下	c=2 d=1.28534e-12 t=116448
bu xia 	補下	c=3 d=1.27893e-12 t=116448
bu xia fa 	不下發	c=2 d=2.99714e-90 t=116448
bu xia lai 	不下來	c=2 d=7.26373e-34 t=116448
bu xian 	布線	c=0 d=7.12457e-219 t=116448
bu xian zhi 	不限制	c=4 d=4.65318e-30 t=116448
bu xiang 	不像	c=3 d=0.240509 t=116448
bu xiang 	不想	c=1 d=9.01215e-42 t=116448
bu xiang guan 	不相關	c=2 d=2.3838e-76 t=116448
bu xiang shi 	不像是	c=2 d=2.71681e-23 t=116448
bu xie 	不寫	c=3 d=1.30863e-122 t=116448
bu xing 	不幸	c=1 d=1.53773e-33 t=116448
bu xing 	不行	c=25 d=6.96376e-06 t=116448
bu xiu gai 	不修改	c=1 d=8.88677e-83 t=116448
bu xiu mian 	不休眠	c=1 d=0.980199 t=116448
bu xu yao 	不需要	c=47 d=1.01724 t=116448
bu yao 	不要	c=56 d=1.4518 t=116448
bu yao le 	不要了	c=1 d=0.339596 t=116448
bu yao shi 	不要是	c=1 d=5.81267e-118 t=116448
bu yao yong 	不要用	c=2 d=2.64676e-98 t=116448
bu ye guo 	不夜國	c=1 d=8.5802e-23 t=116448
bu yi ding 	不一定	c=17 d=0.00914087 t=116448
bu yi hui 	不一會	c=1 d=3.20889e-99 t=116448
bu yi lai 	不依賴	c=1 d=8.05588e-134 t=116448
bu yi yang 	不一樣	c=5 d=2.6818e-70 t=116448
bu yi zhi 	不一致	c=16 d=1.38234e-19 t=116448
bu ying gai 	不應該	c=12 d=2.16867e-19 t=116448
bu ying xiang 	不影響	c=8 d=3.44061e-37 t=116448
bu yong 	不用	c=46 d=0.256666 t=116448
bu yong ba 	不用把	c=2 d=6.84443e-11 t=116448
bu yong guan 	不用管	c=2 d=2.6102e-52 t=116448
bu yong le 	不用了	c=1 d=1.78564e-203 t=116448
bu yong pa 	不用怕	c=1 d=1.56306e-225 t=116448
bu yong zi duan 	不用字段	c=1 d=6.76602e-140 t=116448
bu yun xu 	不允許	c=2 d=3.90156e-174 t=116448
bu zai 	不再	c=4 d=9.68599e-08 t=116448
bu zai 	不在	c=10 d=7.28392e-37 t=116448
bu zan shi 	不暫時	c=1 d=7.58127e-08 t=116448
bu zen me 	不怎麼	c=2 d=0.0977835 t=116448
bu zhan 	不佔	c=0 d=6.44611e-130 t=116448
bu zhan hui si 	不佔會斯	c=1 d=6.47842e-129 t=116448
bu zhan shi 	不展示	c=10 d=2.05934e-28 t=116448
bu zhe me 	不這麼	c=1 d=2.1817e-60 t=116448
bu zheng chang 	不正常	c=2 d=1.2384e-175 t=116448
bu zheng que 	不正確	c=4 d=9.79346e-20 t=116448
bu zhi 	不至	c=0 d=9.52009e-41 t=116448
bu zhi chi 	不支持	c=12 d=1.22189e-27 t=116448
bu zhi ci 	不至次	c=1 d=9.56781e-40 t=116448
bu zhi dao 	不知道	c=64 d=0.941764 t=116448
bu zhi dao le 	不知道了	c=1 d=9.96302e-75 t=116448
bu zhi jie 	不智傑	c=2 d=1.24532e-81 t=116448
bu zhi suo yun 	不知所云	c=1 d=5.94059e-80 t=116448
bu zhi xing 	不執行	c=1 d=2.10066e-144 t=116448
bu zhi yu 	不至於	c=1 d=2.12349e-36 t=116448
bu zhou 	步驟	c=19 d=2.4348e-06 t=116448
bu zhu 	不住	c=1 d=1.82679e-177 t=116448
bu zhuan 	不轉	c=2 d=0.515959 t=116448
bu zhun 	不准	c=1 d=4.97855e-31 t=116448
bu zhun bei 	不準備	c=3 d=1.41511e-26 t=116448
bu zhuo 	捕捉	c=1 d=3.61901e-161 t=116448
bu zi dong 	不自動	c=1 d=1.10363e-13 t=116448
bu zuo 	不做	c=2 d=0.970446 t=116448
cai 	彩	c=2 d=1.93611e-08 t=116448
cai 	才	c=110 d=1.15395 t=116448
cai 	猜	c=1 d=2.37601e-240 t=116448
cai 	菜	c=1 d=5.68535e-34 t=116448
cai 	裁	c=1 d=1.05591e-228 t=116448
cai 	踩	c=4 d=3.0924e-17 t=116448
cai ban jia 	才搬家	c=1 d=0.839457 t=116448
cai bu hui 	纔不會	c=1 d=0.313486 t=116448
cai cai 	踩踩	c=1 d=1.86904e-240 t=116448
cai chu fa 	才觸發	c=1 d=2.04469e-91 t=116448
cai dan 	彩蛋	c=7 d=0.65377 t=116448
cai dan 	菜單	c=4 d=3.01707e-21 t=116448
cai de 	纔得	c=1 d=5.0425e-181 t=116448
cai dui 	纔對	c=2 d=9.95896e-129 t=116448
cai fa xian 	纔發現	c=2 d=0.241714 t=116448
cai gong zuo 	才工作	c=1 d=1.07483e-231 t=116448
cai gou 	採購	c=1 d=6.68986e-242 t=116448
cai gou an 	採購案	c=0 d=3.66633e-109 t=116448
cai gou an xiao yang ben 	採購案小樣本	c=1 d=3.6847e-108 t=116448
cai hui 	纔會	c=23 d=8.90125e-14 t=116448
cai hui chu 	纔會出	c=1 d=3.30584e-155 t=116448
cai hui kai 	蔡晖铠	c=1 d=2.23199e-34 t=116448
cai huo 	財貨	c=1 d=3.04263e-32 t=116448
cai ji 	採集	c=5 d=6.7444e-73 t=116448
cai kai shi 	纔開始	c=1 d=2.31836e-157 t=116448
cai ke 	纔可	c=1 d=1.72598e-215 t=116448
cai ke yi 	纔可以	c=24 d=4.77891e-07 t=116448
cai keng 	踩坑	c=1 d=1.92246e-13 t=116448
cai liao 	材料	c=1 d=0.873716 t=116448
cai neng 	才能	c=10 d=1.71291 t=116448
cai ni 	猜你	c=1 d=2.07561e-238 t=116448
cai pan 	裁判	c=2 d=5.41038e-74 t=116448
cai piao 	彩票	c=1 d=3.39645e-179 t=116448
cai se 	彩色	c=2 d=1.18978e-233 t=116448
cai shang bao 	才上報	c=1 d=2.94399e-56 t=116448
cai shi 	纔是	c=36 d=0.00362464 t=116448
cai shuo ming 	才說明	c=1 d=6.81941e-203 t=116448
cai suan 	纔算	c=2 d=4.47396e-156 t=116448
cai suan shi 	纔算是	c=2 d=0.208045 t=116448
cai xing 	纔行	c=9 d=1.69156e-37 t=116448
cai xu yao 	才需要	c=1 d=7.45419e-15 t=116448
cai you 	纔有	c=3 d=2.17933e-106 t=116448
cai yun xu 	才允許	c=1 d=1.45843e-204 t=116448
cai zhi dao 	纔知道	c=2 d=3.36653e-75 t=116448
can 	參	c=1 d=8.74858e-222 t=116448
can 	慘	c=7 d=4.33551e-51 t=116448
can jia 	參加	c=3 d=2.52026e-110 t=116448
can jiao 	慘叫	c=1 d=0.970446 t=116448
can ku 	殘酷	c=1 d=1.68914e-79 t=116448
can liu 	殘留	c=2 d=0.0372538 t=116448
can shu 	參數	c=149 d=3.58709 t=116448
can shu de 	參數的	c=1 d=2.85692e-232 t=116448
can shu ma 	參數嗎	c=1 d=8.26571e-113 t=116448
can yin 	餐飲	c=1 d=8.97121e-106 t=116448
can yu 	參與	c=14 d=9.06166e-77 t=116448
can zhao 	參照	c=4 d=2.89079e-18 t=116448
cang 	倉	c=4 d=2.44801e-62 t=116448
cang 	蒼	c=29 d=7.74032e-06 t=116448
cang 	藏	c=4 d=2.64649e-38 t=116448
cang hai 	滄海	c=1 d=6.45902e-35 t=116448
cang ku 	倉庫	c=58 d=6.65347e-31 t=116448
cang lan 	蒼蘭	c=48 d=0.0224325 t=116448
cang ying 	蒼蠅	c=1 d=6.41552e-220 t=116448
cao 	操	c=1 d=0.97531 t=116448
cao 	糙	c=1 d=6.16942e-201 t=116448
cao 	草	c=18 d=1.43891e-75 t=116448
cao cao 	草草	c=0 d=2.49054e-236 t=116448
cao cao cao cao 	草草草草	c=1 d=2.50301e-235 t=116448
cao gao 	草稿	c=2 d=7.08197e-30 t=116448
cao kong 	操控	c=1 d=3.16639e-148 t=116448
cao tai 	草台	c=1 d=3.8593e-182 t=116448
cao yuan 	草原	c=1 d=9.91532e-48 t=116448
cao zong 	操縱	c=1 d=0.873716 t=116448
cao zuo 	操作	c=213 d=1.00614 t=116448
cao zuo de 	操作的	c=1 d=1.80966e-125 t=116448
cao zuo fu 	操作符	c=1 d=2.93499e-20 t=116448
cao zuo le 	操作了	c=1 d=2.18961e-220 t=116448
ce 	側	c=12 d=0.235793 t=116448
ce 	測	c=36 d=0.464207 t=116448
ce bian 	側邊	c=1 d=3.66644e-79 t=116448
ce bian lan 	側邊欄	c=26 d=1.80553e-22 t=116448
ce bing nian 	側兵鯰	c=0 d=8.69986e-128 t=116448
ce bing nian le 	側兵鯰了	c=1 d=8.74347e-127 t=116448
ce hua 	側滑	c=1 d=5.30679e-135 t=116448
ce lve 	策略	c=24 d=0.980199 t=116448
ce shi 	測試	c=307 d=5.32652 t=116448
ce shi huan hang 	測試換行	c=1 d=4.20326e-157 t=116448
ce shi huan jing 	測試環境	c=5 d=2.45343e-88 t=116448
ce shi huan jing zhong 	測試環境中	c=1 d=1.74018e-135 t=116448
ce shi le 	測試了	c=1 d=5.19038e-80 t=116448
ce shi tong 	測試同	c=1 d=3.13316e-24 t=116448
ce shi tong xue 	測試同學	c=1 d=8.75652e-27 t=116448
ce shi xia 	測試下	c=4 d=2.14613e-121 t=116448
ce su 	測速	c=5 d=3.85284 t=116448
ce yi xia 	測一下	c=1 d=1.17056e-88 t=116448
ceng 	層	c=59 d=0.276651 t=116448
ceng ji 	層級	c=12 d=2.67636e-23 t=116448
ceng jing 	曾經	c=1 d=1.55574e-111 t=116448
ceng mian 	層面	c=2 d=7.55478e-55 t=116448
ceng you 	曾由	c=1 d=1.13829e-112 t=116448
cha 	叉	c=1 d=6.02236e-35 t=116448
cha 	差	c=18 d=8.78993e-13 t=116448
cha 	插	c=16 d=1.246 t=116448
cha 	查	c=16 d=3.07351e-17 t=116448
cha 	茶	c=1 d=6.12815e-34 t=116448
cha biao 	查表	c=3 d=8.38859e-22 t=116448
cha bie 	差別	c=2 d=9.38109e-34 t=116448
cha bu duo 	差不多	c=31 d=0.896966 t=116448
cha bu duo de 	差不多的	c=1 d=1.7248e-207 t=116448
cha bu duo le 	差不多了	c=3 d=2.16799e-218 t=116448
cha cao 	插槽	c=1 d=4.98081e-242 t=116448
cha chu 	查處	c=1 d=7.83562e-102 t=116448
cha dao 	插到	c=1 d=3.09934e-14 t=116448
cha dian 	差點	c=7 d=9.03815e-103 t=116448
cha dian 	茶點	c=1 d=5.60757e-19 t=116448
cha guo 	查過	c=1 d=1.05917e-88 t=116448
cha jian 	插件	c=22 d=1.71457 t=116448
cha ju 	差距	c=1 d=4.21253e-36 t=116448
cha kan 	查看	c=132 d=15.5092 t=116448
cha kan ne 	查看呢	c=1 d=3.50224e-40 t=116448
cha kan xia 	查看下	c=1 d=7.75055e-150 t=116448
cha le 	差了	c=1 d=7.91841e-109 t=116448
cha le 	查了	c=3 d=1.55081e-15 t=116448
cha le xia 	差了下	c=1 d=7.95809e-108 t=116448
cha liang 	叉梁	c=1 d=6.45228e-199 t=116448
cha pin 	差频	c=1 d=7.25979e-57 t=116448
cha ru 	插入	c=7 d=0.985112 t=116448
cha shou 	查收	c=1 d=1.30699e-32 t=116448
cha shui 	茶水	c=0 d=6.42489e-150 t=116448
cha shui jian 	茶水間	c=1 d=6.45709e-149 t=116448
cha xun 	查詢	c=66 d=5.26724 t=116448
cha xun ba 	查詢吧	c=1 d=2.61242e-62 t=116448
cha xun dao 	查詢到	c=2 d=5.27921e-15 t=116448
cha yi 	差異	c=15 d=1.66383e-19 t=116448
cha yi dian 	差一點	c=2 d=4.92015e-98 t=116448
cha yo 	差喲	c=1 d=1.84759e-75 t=116448
cha zai 	插在	c=1 d=0.261845 t=116448
cha zhao 	查找	c=13 d=9.37934e-100 t=116448
chai 	拆	c=10 d=1.97516 t=116448
chai chu 	拆出	c=1 d=1.59083e-50 t=116448
chai fen 	拆分	c=12 d=0.000418013 t=116448
chai jie 	拆解	c=1 d=8.4635e-244 t=116448
chai le 	拆了	c=1 d=0.311923 t=116448
chai zi 	拆字	c=1 d=1 t=116448
chan 	產	c=5 d=2.84468 t=116448
chan chu 	產出	c=3 d=0.160769 t=116448
chan du 	產讀	c=1 d=2.24044e-49 t=116448
chan ku 	產庫	c=1 d=1.7922e-158 t=116448
chan pin 	產品	c=243 d=0.401355 t=116448
chan ping 	剷平	c=8 d=0.00117297 t=116448
chan sheng 	產生	c=2 d=1.19758e-33 t=116448
chang 	場	c=6 d=2.5461e-83 t=116448
chang 	常	c=5 d=1 t=116448
chang 	長	c=31 d=0.949381 t=116448
chang an 	長按	c=25 d=2.98705e-21 t=116448
chang cheng 	長城	c=2 d=1.81884 t=116448
chang du 	長度	c=9 d=6.05662e-35 t=116448
chang ge 	唱歌	c=1 d=4.04437e-233 t=116448
chang jian 	常见	c=1 d=1.379e-16 t=116448
chang jin 	常進	c=1 d=2.0686e-22 t=116448
chang jing 	場景	c=127 d=0.28396 t=116448
chang jing le 	場景了	c=2 d=2.41538e-28 t=116448
chang jing xia 	場景下	c=9 d=6.04945e-29 t=116448
chang jing zhong 	長阱中	c=1 d=5.47347e-234 t=116448
chang kan 	常看	c=1 d=3.95755e-213 t=116448
chang ku 	長褲	c=2 d=1.84678e-158 t=116448
chang liang 	常量	c=15 d=2.69198e-129 t=116448
chang lie 	長列	c=1 d=3.36617e-15 t=116448
chang ming 	長命	c=2 d=8.45177e-182 t=116448
chang ming zuo 	長命做	c=1 d=4.20169e-182 t=116448
chang qi 	長期	c=4 d=0.00460782 t=116448
chang shi 	嘗試	c=5 d=1.64956e-06 t=116448
chang shi guo 	嘗試過	c=1 d=9.94854e-146 t=116448
chang yong 	常用	c=1 d=1.0429e-53 t=116448
chao 	抄	c=2 d=3.57181e-183 t=116448
chao 	潮	c=1 d=5.88167e-51 t=116448
chao 	炒	c=1 d=0.985111 t=116448
chao 	超	c=5 d=2.23701e-31 t=116448
chao chang 	超長	c=3 d=4.37678e-123 t=116448
chao chu 	超出	c=13 d=2.36309e-29 t=116448
chao dan 	炒蛋	c=1 d=0.99005 t=116448
chao guo 	超過	c=10 d=1.36505e-14 t=116448
chao ji 	超級	c=3 d=0.148823 t=116448
chao jie 	潮解	c=1 d=1.12303e-159 t=116448
chao lian jie 	超鏈接	c=2 d=8.59043e-37 t=116448
chao shan 	潮汕	c=1 d=0.99005 t=116448
chao shi 	超市	c=2 d=0.240161 t=116448
chao shi 	超時	c=10 d=3.95188e-108 t=116448
che 	撤	c=1 d=6.8641e-221 t=116448
che 	車	c=16 d=2.34659e-35 t=116448
che di 	徹底	c=2 d=9.55811e-226 t=116448
che hui 	撤回	c=1 d=5.07998e-33 t=116448
che le 	撤了	c=1 d=6.82987e-221 t=116448
che xiao 	撤消	c=2 d=1.24477e-164 t=116448
chen 	晨	c=1 d=5.63039e-243 t=116448
chen 	趁	c=1 d=4.22963e-113 t=116448
chen 	陳	c=2 d=5.10599e-93 t=116448
chen jin 	沉浸	c=23 d=2.13941e-06 t=116448
chen yi xun 	陳奕迅	c=1 d=1 t=116448
cheng 	城	c=3 d=5.58611e-209 t=116448
cheng 	成	c=28 d=0.00103848 t=116448
cheng 	撐	c=1 d=2.08577e-31 t=116448
cheng 	程	c=3 d=2.85455e-46 t=116448
cheng ben 	成本	c=2 d=3.36481e-69 t=116448
cheng dan 	承擔	c=4 d=2.29935e-119 t=116448
cheng du 	成都	c=1 d=1.06249e-66 t=116448
cheng du 	程度	c=5 d=2.10165e-32 t=116448
cheng gong 	成功	c=63 d=0.839457 t=116448
cheng gong lv 	成功率	c=1 d=4.01404e-27 t=116448
cheng guo 	成果	c=1 d=1.5293e-174 t=116448
cheng guo 	程过	c=1 d=1.52167e-174 t=116448
cheng ji 	成績	c=4 d=3.78488e-99 t=116448
cheng jie 	承接	c=1 d=9.06078e-164 t=116448
cheng jing 	成景	c=0 d=3.07249e-89 t=116448
cheng le 	成了	c=2 d=6.4002e-45 t=116448
cheng li 	成立	c=1 d=3.40648e-08 t=116448
cheng shi hua 	城市化	c=1 d=7.4305e-242 t=116448
cheng shu 	成熟	c=2 d=9.33664e-182 t=116448
cheng wei 	成爲	c=4 d=2.34037e-33 t=116448
cheng xu 	程序	c=11 d=3.59335 t=116448
cheng xu yuan 	程序員	c=2 d=2.07036e-32 t=116448
cheng xun 	程勋	c=2 d=1.86951 t=116448
cheng yuan 	成員	c=1 d=2.19801e-30 t=116448
cheng zhang 	成長	c=2 d=0.895834 t=116448
cheng zi 	橙子	c=1 d=0.588605 t=116448
cheng zu 	成組	c=1 d=3.97155e-137 t=116448
chi 	喫	c=39 d=3.0435 t=116448
chi 	赤	c=1 d=9.01954e-81 t=116448
chi 	遲	c=2 d=5.92846e-56 t=116448
