# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	325666
#@/user_id	data
a 	啊	c=448 d=2.53214 t=325666
bi 	幣	c=2 d=4.06299e-220 t=325666
bi 	必	c=18 d=2.47446e-12 t=325666
bi 	比	c=49 d=0.0537945 t=325666
bi 	筆	c=3 d=1.62224e-163 t=325666
bi 	逼	c=2 d=0.142987 t=325666
bi a 	比啊	c=1 d=4.2259e-132 t=325666
bi bao 	閉包	c=31 d=7.35822e-39 t=325666
bi bao zhong 	閉包中	c=2 d=1.30265e-228 t=325666
bi bei 	必備	c=3 d=3.73821e-13 t=325666
bi bu shang 	比不上	c=4 d=1.72098e-34 t=325666
bi ci 	彼此	c=1 d=2.66621e-184 t=325666
bi ding 	必定	c=10 d=6.66799e-86 t=325666
bi dui 	比對	c=5 d=4.73912e-10 t=325666
bi dui le 	比對了	c=1 d=3.99185e-50 t=325666
bi huan 	閉環	c=5 d=0.597501 t=325666
bi ji 	避忌	c=1 d=1.84225e-41 t=325666
bi ji ben 	筆記本	c=3 d=1.33757e-10 t=325666
bi jian 	鼻尖	c=1 d=0.941764 t=325666
bi jiao 	比較	c=452 d=2.59045 t=325666
bi jiao chang 	比較長	c=4 d=9.11823e-62 t=325666
bi jiao da 	比較大	c=16 d=4.54309e-13 t=325666
bi jiao de hua 	比較德化	c=1 d=5.1761e-77 t=325666
bi jiao di 	比較低	c=1 d=6.19085e-183 t=325666
bi jiao dong 	比較懂	c=1 d=2.09622e-31 t=325666
bi jiao duan 	比較端	c=1 d=5.53389e-128 t=325666
bi jiao duo 	比較多	c=16 d=7.65746e-08 t=325666
bi jiao fang bian 	比較方便	c=1 d=2.75715e-255 t=325666
bi jiao gao 	比較高	c=4 d=2.72662e-36 t=325666
bi jiao ha 	比較哈	c=1 d=1.00783e-121 t=325666
bi jiao hao 	比較好	c=12 d=8.52579e-07 t=325666
bi jiao hu 	比較湖	c=1 d=1.22658e-226 t=325666
bi jiao jian dan 	比較簡單	c=5 d=1.08683e-09 t=325666
bi jiao kuai 	比較快	c=7 d=0.101266 t=325666
bi jiao luo ji 	比較邏輯	c=1 d=1.16279e-39 t=325666
bi jiao man 	比較慢	c=6 d=1.21614e-08 t=325666
bi jiao mang 	比較忙	c=1 d=1.31055e-64 t=325666
bi jiao nan 	比較難	c=1 d=5.72962e-37 t=325666
bi jiao nong 	比較弄	c=1 d=6.82516e-66 t=325666
bi jiao pao 	比較跑	c=1 d=3.96834e-245 t=325666
bi jiao qing song 	比較輕鬆	c=1 d=2.73993e-152 t=325666
bi jiao quan 	比較全	c=1 d=4.12003e-157 t=325666
bi jiao shang 	比較上	c=1 d=3.18966e-234 t=325666
bi jiao shao 	比較少	c=7 d=0.000153778 t=325666
bi jiao shao de 	比較少的	c=1 d=9.94916e-88 t=325666
bi jiao shen 	比較深	c=2 d=5.54633e-125 t=325666
bi jiao shi he 	比較適合	c=1 d=3.06563e-238 t=325666
bi jiao xia 	比較下	c=1 d=1.70793e-209 t=325666
bi jiao xian 	比較先	c=4 d=1.97724e-20 t=325666
bi jiao xiao 	比較小	c=12 d=4.40268e-26 t=325666
bi jiao xiao diao 	比較小掉	c=1 d=1.15063e-33 t=325666
bi jiao you 	比較有	c=1 d=2.54187e-181 t=325666
bi jiao yuan 	比較源	c=1 d=0.960789 t=325666
bi jiao zao 	比較早	c=3 d=3.24059e-97 t=325666
bi jing 	畢竟	c=52 d=0.913931 t=325666
bi kai 	避開	c=1 d=4.56027e-28 t=325666
bi lao 	比劳	c=1 d=0.000199439 t=325666
bi li 	比例	c=52 d=0.00726273 t=325666
bi li bi li 	哔哩哔哩	c=1 d=3.30619e-215 t=325666
bi li de 	比例的	c=0 d=5.74621e-72 t=325666
bi lv 	比率	c=22 d=2.16628e-09 t=325666
bi men 	閉門	c=0 d=4.31931e-08 t=325666
bi men zao cheng 	閉門造成	c=1 d=4.34096e-07 t=325666
bi mian 	避免	c=169 d=0.00414854 t=325666
bi mian dao zhi 	避免導致	c=1 d=4.1556e-23 t=325666
bi mian le 	避免了	c=3 d=3.63576e-39 t=325666
bi mian yi xia 	避免一下	c=1 d=3.3568e-41 t=325666
bi mian yi xie 	避免一些	c=1 d=7.60453e-44 t=325666
bi qi 	比起	c=1 d=0.136014 t=325666
bi qian 	壁錢	c=1 d=1.98324e-85 t=325666
bi ren 	逼人	c=4 d=0.000127168 t=325666
bi ru 	比如	c=134 d=0.0800583 t=325666
bi ru shuo 	比如說	c=13 d=5.2909e-41 t=325666
bi ru wo 	比如我	c=1 d=2.86008e-10 t=325666
bi sai 	比賽	c=1 d=1.17568e-198 t=325666
bi shi 	鄙視	c=1 d=1.29971e-84 t=325666
bi tian 	必填	c=3 d=1.2848e-114 t=325666
bi wo 	比我	c=6 d=1.56586e-11 t=325666
bi wo men 	比我們	c=1 d=6.48772e-234 t=325666
bi wu 	筆誤	c=3 d=2.53133e-44 t=325666
bi xian 	鄨县	c=3 d=5.42378e-110 t=325666
bi xian lu jing 	鄨县路徑	c=1 d=8.64469e-111 t=325666
bi xiang xiang zhong 	比想象中	c=1 d=0.54064 t=325666
bi xiu 	必修	c=1 d=3.06697e-155 t=325666
bi xu 	必須	c=22 d=5.1197e-07 t=325666
bi xu de 	必需的	c=1 d=3.77092e-86 t=325666
bi xu dei 	必須得	c=1 d=2.98972e-149 t=325666
bi xu kan 	必須看	c=1 d=4.08515e-204 t=325666
bi xu shi 	必須是	c=1 d=2.21943e-144 t=325666
bi xu yao 	必須要	c=7 d=0.00548905 t=325666
bi yan 	閉眼	c=1 d=4.64107e-205 t=325666
bi yao 	必要	c=77 d=0.663614 t=325666
bi yao de 	必要的	c=1 d=1.00694e-140 t=325666
bi yao xin xi 	必要信息	c=1 d=7.42134e-110 t=325666
bi yao xing 	必要性	c=1 d=1.0216e-163 t=325666
bi ye 	畢業	c=4 d=2.91885e-14 t=325666
bi yuan 	闭源	c=5 d=1.08104e-05 t=325666
bi ze 	逼仄	c=1 d=5.74939e-195 t=325666
bi zhe ge 	比這個	c=1 d=2.54117e-119 t=325666
bi zhi 	壁紙	c=2 d=8.67852e-10 t=325666
bi zhi 	比值	c=2 d=1.56242e-132 t=325666
bi zui 	閉嘴	c=1 d=1.43577e-20 t=325666
bian 	便	c=0 d=1.27385e-25 t=325666
bian 	變	c=33 d=1.93484e-07 t=325666
bian 	遍	c=12 d=8.35101e-28 t=325666
bian 	邊	c=20 d=2.86433e-07 t=325666
bian 	鞭	c=1 d=1.97154e-133 t=325666
bian bai 	變白	c=4 d=7.29328e-116 t=325666
bian bian 	便便	c=1 d=1.54402e-81 t=325666
bian bian 	邊邊	c=3 d=1.30554e-80 t=325666
bian bie 	辨別	c=1 d=3.7897e-115 t=325666
bian chang 	變長	c=0 d=4.86063e-191 t=325666
bian chang le 	變長了	c=1 d=4.88499e-190 t=325666
bian cheng 	編程	c=1 d=0.951229 t=325666
bian cheng 	變成	c=28 d=0.862977 t=325666
bian cheng le 	變成了	c=3 d=3.53575e-05 t=325666
bian da 	變大	c=1 d=1.33023e-151 t=325666
bian dao 	變道	c=5 d=6.92493e-65 t=325666
bian de 	編的	c=2 d=2.76936e-160 t=325666
bian de 	變得	c=11 d=0.00355444 t=325666
bian di 	變低	c=2 d=2.75338e-55 t=325666
bian dong 	變動	c=46 d=0.174645 t=325666
bian geng 	變更	c=21 d=1.83693e-07 t=325666
bian geng dian 	變更點	c=1 d=4.77068e-88 t=325666
bian gua 	變卦	c=1 d=2.9351e-138 t=325666
bian hao 	編號	c=3 d=0.99005 t=325666
bian hua 	變化	c=41 d=1.09843e-09 t=325666
bian hua de 	變化的	c=1 d=0.852144 t=325666
bian hua shi fou 	變化是否	c=1 d=1.01965e-23 t=325666
bian huan 	變換	c=2 d=4.29982e-42 t=325666
bian hui 	變回	c=1 d=9.70549e-61 t=325666
bian ji 	編輯	c=59 d=2.48346 t=325666
bian ji hao 	編輯號	c=1 d=4.29882e-98 t=325666
bian ji qi 	編輯器	c=1 d=1.05107e-174 t=325666
bian jie 	便捷	c=19 d=2.80805e-57 t=325666
bian jie 	边界	c=11 d=0.186374 t=325666
bian ju 	邊距	c=8 d=5.01918e-09 t=325666
bian kuang 	邊框	c=7 d=7.96754e-85 t=325666
bian lai 	變來	c=1 d=1.78817e-14 t=325666
bian lai bian qu 	變來變去	c=1 d=3.84934e-181 t=325666
bian le 	變了	c=5 d=3.05684e-28 t=325666
bian li 	便利	c=12 d=0.726149 t=325666
bian li 	變例	c=1 d=8.98226e-238 t=325666
bian li 	遍歷	c=45 d=1.02118 t=325666
bian li dian 	便利店	c=1 d=0.729789 t=325666
bian liang 	變量	c=105 d=3.2471 t=325666
bian liang fa 	變量法	c=1 d=3.25084e-46 t=325666
bian liang le 	變量了	c=1 d=6.21825e-88 t=325666
bian liang ming ming 	變量命名	c=1 d=8.88835e-232 t=325666
bian lun 	辯論	c=1 d=9.73691e-100 t=325666
bian ma 	編碼	c=64 d=7.87432e-13 t=325666
bian man 	變慢	c=1 d=3.52557e-118 t=325666
bian nian shi 	編年史	c=3 d=9.54947e-208 t=325666
bian qu 	變去	c=1 d=1.79713e-14 t=325666
bian re 	變熱	c=1 d=4.61663e-05 t=325666
bian re le 	變熱了	c=1 d=4.06708e-05 t=325666
bian se long 	变色龙	c=1 d=1.5858e-101 t=325666
bian shao 	變少	c=3 d=3.45833e-68 t=325666
bian sheng qi 	变声器	c=1 d=1.17427e-37 t=325666
bian shu 	變數	c=2 d=1.01501e-87 t=325666
bian ti 	便梯	c=1 d=0.985111 t=325666
bian wei 	變爲	c=3 d=3.69448e-51 t=325666
bian xian 	變現	c=2 d=2.75134e-134 t=325666
bian xian shang 	變現上	c=1 d=3.74867e-134 t=325666
bian xiang 	變相	c=1 d=7.69454e-06 t=325666
bian xiao 	變小	c=1 d=2.55642e-13 t=325666
bian xie 	便攜	c=1 d=2.38191e-181 t=325666
bian xie 	編寫	c=80 d=1.02387 t=325666
bian xie yi ge 	編寫一格	c=1 d=3.66321e-98 t=325666
bian xue 	邊學	c=0 d=4.6085e-182 t=325666
bian ya qi 	變壓器	c=1 d=0.99005 t=325666
bian yi 	編譯	c=177 d=1.9459 t=325666
bian yi liu cheng 	編譯流程	c=1 d=1.23788e-40 t=325666
bian yi xing 	編譯性	c=1 d=1.00406e-77 t=325666
bian yuan 	邊緣	c=19 d=0.00426394 t=325666
bian yuan chang jing 	便原場景	c=1 d=1.28023e-24 t=325666
bian zhi 	貶值	c=2 d=2.53152e-96 t=325666
bian zhun 	便准	c=1 d=7.89451e-190 t=325666
bian zuo 	邊做	c=0 d=4.6085e-182 t=325666
bian zuo bian xue 	邊做邊學	c=1 d=4.6316e-181 t=325666
biao 	標	c=22 d=0.000863083 t=325666
biao 	表	c=342 d=0.00139902 t=325666
biao 	飈	c=1 d=8.75119e-108 t=325666
biao bai 	表白	c=1 d=1.1345e-14 t=325666
biao chu lai 	標出來	c=1 d=6.49582e-43 t=325666
biao da 	表達	c=7 d=6.65596e-10 t=325666
biao da chu 	表達出	c=1 d=3.97037e-251 t=325666
biao da le 	表達了	c=2 d=1.64408e-18 t=325666
biao da shi 	表達式	c=26 d=5.26132e-09 t=325666
biao dan 	表單	c=3 d=3.80732e-36 t=325666
biao de 	表的	c=2 d=1.24193e-49 t=325666
biao di 	標的	c=1 d=7.8988e-167 t=325666
biao di biao mei 	表弟表妹	c=1 d=0.0629761 t=325666
biao ge 	表格	c=91 d=0.17951 t=325666
biao ge zhong 	表格中	c=10 d=9.76742e-77 t=325666
biao guan lian 	表關聯	c=1 d=1.17412e-153 t=325666
biao ji 	標記	c=12 d=0.491389 t=325666
biao jia 	標價	c=1 d=6.05995e-20 t=325666
biao kuang 	标况	c=1 d=1.71555e-85 t=325666
biao le 	表了	c=3 d=3.96801e-09 t=325666
biao lian jie 	表鏈接	c=1 d=2.99296e-103 t=325666
biao liang 	標量	c=1 d=4.51431e-144 t=325666
biao mian 	表面	c=1 d=1.01091e-10 t=325666
biao mian shang 	表面上	c=1 d=5.59785e-28 t=325666
biao ming 	標明	c=12 d=0.00132018 t=325666
biao ming 	表明	c=4 d=2.76933e-13 t=325666
biao ming da jia 	表明大家	c=1 d=2.30515e-178 t=325666
biao ming le 	標明了	c=1 d=2.69971e-272 t=325666
biao pan 	錶盤	c=1 d=6.19546e-133 t=325666
biao qi 	標齊	c=1 d=1.2507e-100 t=325666
biao qi a 	標齊啊	c=1 d=1.1746e-99 t=325666
biao qi qin ning gong 	標齊秦宁公	c=1 d=4.50438e-265 t=325666
biao qian 	標籤	c=123 d=1.35732e-06 t=325666
biao qian fen lei 	標籤分類	c=1 d=1.63161e-230 t=325666
biao qian le 	標籤了	c=1 d=3.56198e-180 t=325666
biao qian ye 	标签页	c=4 d=1.39286e-16 t=325666
biao qian zhi neng 	標籤智能	c=1 d=1.33018e-180 t=325666
biao qiang 	標槍	c=2 d=3.45483e-203 t=325666
biao qin 	表親	c=1 d=2.54127e-182 t=325666
biao qin xi 	表親洗	c=1 d=2.249e-182 t=325666
biao qing 	表情	c=408 d=0.774916 t=325666
biao qing bao 	表情包	c=31 d=1.2719e-06 t=325666
biao qing bian ma 	表情編碼	c=4 d=2.19086e-168 t=325666
biao qing de 	表情的	c=6 d=2.3743e-114 t=325666
biao qing he 	表情和	c=1 d=6.2185e-206 t=325666
biao qing hou 	表情后	c=1 d=5.94198e-24 t=325666
biao qing lan mu 	表情欄目	c=1 d=2.95664e-77 t=325666
biao qing lian xiang 	表情聯想	c=2 d=2.36638e-16 t=325666
biao qing mian ban 	表情面板	c=22 d=3.50355e-15 t=325666
biao qing ru kou 	表情入口	c=1 d=2.10259e-96 t=325666
biao qing yu 	表情雨	c=2 d=1.1063e-12 t=325666
biao qiong 	表窮	c=1 d=6.62958e-165 t=325666
biao shi 	標識	c=18 d=1.82003e-10 t=325666
biao shi 	表示	c=80 d=2.12354e-07 t=325666
biao shu 	表述	c=2 d=3.62342e-138 t=325666
biao ti 	標題	c=70 d=1.96536 t=325666
biao ti lan 	標題欄	c=6 d=0.000488095 t=325666
biao xian 	表現	c=288 d=1.99294 t=325666
biao xian cheng 	表現成	c=1 d=2.75376e-123 t=325666
biao xian chu 	表现出	c=3 d=8.23088e-34 t=325666
biao xian de 	表現得	c=1 d=0.000107825 t=325666
biao xian ha 	表現哈	c=2 d=3.38362e-17 t=325666
biao xian jiu shi 	表現就是	c=1 d=8.98612e-08 t=325666
biao xian le 	表現了	c=1 d=2.30209e-133 t=325666
biao xian mei 	表現美	c=1 d=8.19548e-189 t=325666
biao xian ru he 	表現如何	c=1 d=1.4604e-73 t=325666
biao xian shang 	表現上	c=1 d=1.36427e-66 t=325666
biao xian shi 	表現是	c=1 d=3.84395e-47 t=325666
biao xian yi zhi 	表現一致	c=1 d=4.55178e-153 t=325666
biao xian zai 	表現在	c=1 d=6.62549e-99 t=325666
biao xiang 	表象	c=1 d=1.44243e-45 t=325666
biao xiao 	表小	c=1 d=6.06123e-140 t=325666
biao yan 	表演	c=0 d=8.29248e-152 t=325666
biao zhi 	標緻	c=1 d=1.37037e-236 t=325666
biao zhi 	標誌	c=34 d=0.00458247 t=325666
biao zhi wei 	標誌位	c=15 d=0.000167421 t=325666
biao zhong 	表中	c=2 d=6.8261e-97 t=325666
biao zhu 	標注	c=37 d=0.630492 t=325666
biao zhun 	標準	c=48 d=0.965606 t=325666
biao zhun ban 	標準版	c=1 d=1 t=325666
biao zhun ku 	標準庫	c=1 d=0.985112 t=325666
biao zhun shang 	標準熵	c=1 d=4.88499e-190 t=325666
biao zhun shi jian 	標準時間	c=1 d=6.84988e-226 t=325666
biao zu 	表足	c=1 d=3.35879e-283 t=325666
bie 	別	c=31 d=0.190139 t=325666
bie 	憋	c=3 d=2.474e-58 t=325666
bie ba 	別把	c=1 d=2.52402e-10 t=325666
bie dan xin 	別擔心	c=1 d=1.8876e-33 t=325666
bie de 	別的	c=1 d=0.506617 t=325666
bie gao 	別搞	c=5 d=2.06326e-21 t=325666
bie gei 	別給	c=1 d=2.10823e-11 t=325666
bie gei wo 	別給我	c=1 d=2.1188e-10 t=325666
bie jian yi 	別建議	c=1 d=1.94095e-243 t=325666
bie kan 	別看	c=1 d=1.37638e-23 t=325666
bie ku 	別哭	c=1 d=7.47689e-227 t=325666
bie mai 	別買	c=1 d=4.09699e-238 t=325666
bie ming 	别名	c=3 d=4.84453e-83 t=325666
bie niu 	彆扭	c=3 d=1.03573e-60 t=325666
bie ren 	別人	c=46 d=2.13804 t=325666
bie ren ban che 	別人班車	c=1 d=2.30474e-29 t=325666
bie ren zhi hou 	別人之後	c=1 d=4.1237e-285 t=325666
bie shuo 	別說	c=1 d=1.37498e-11 t=325666
bie shuo le 	別說了	c=1 d=8.92248e-42 t=325666
bie xia 	別嚇	c=0 d=8.7747e-23 t=325666
bie xia wo 	別嚇我	c=1 d=8.81868e-22 t=325666
bie xiang le 	別想了	c=4 d=4.696e-167 t=325666
bin 	斌	c=19 d=0.634448 t=325666
bin 	賓	c=1 d=1.95812e-229 t=325666
bin bin 	斌斌	c=8 d=1.06538 t=325666
bin bu shi 	斌不是	c=1 d=9.46263e-57 t=325666
bin hai 	濱海	c=1 d=7.48731e-214 t=325666
bin jiao 	鬢角	c=1 d=5.68554e-05 t=325666
bing 	並	c=18 d=2.84533e-08 t=325666
bing 	兵	c=4 d=2.88088e-07 t=325666
bing 	冰	c=2 d=5.77736e-17 t=325666
bing 	病	c=4 d=0.657047 t=325666
bing 	餅	c=13 d=7.79879e-117 t=325666
bing bu 	並不	c=11 d=8.77918e-28 t=325666
bing bu hui 	並不會	c=5 d=5.84517e-66 t=325666
bing bu shi 	並不是	c=23 d=9.37865e-11 t=325666
bing bu si 	兵部司	c=1 d=1.74218e-31 t=325666
bing bu tai 	並不太	c=1 d=9.52039e-11 t=325666
bing cha kan 	並查看	c=1 d=4.14487e-22 t=325666
bing deng 	冰燈	c=1 d=0.856415 t=325666
bing dong 	冰凍	c=1 d=5.33555e-81 t=325666
bing du 	病毒	c=1 d=2.89417e-208 t=325666
bing fa 	併發	c=5 d=3.09958e-10 t=325666
bing fei 	並非	c=2 d=1.17915e-27 t=325666
bing gan 	餅乾	c=1 d=6.50156e-24 t=325666
bing huang ma luan 	兵荒马乱	c=1 d=4.11145e-15 t=325666
bing ji 	並集	c=1 d=7.79768e-280 t=325666
bing mei you 	並沒有	c=3 d=3.25881e-16 t=325666
bing qie 	並且	c=72 d=0.0351917 t=325666
bing wei hu 	並維護	c=1 d=2.42969e-150 t=325666
bing xiang 	冰箱	c=2 d=6.9873e-09 t=325666
bing xiang tie 	冰箱帖	c=2 d=1.43925e-07 t=325666
bing xing 	並行	c=1 d=3.79215e-152 t=325666
bing zhuang tu 	餅狀圖	c=2 d=9.04693e-21 t=325666
bo 	伯	c=2 d=8.91338e-30 t=325666
bo 	博	c=1 d=3.40811e-43 t=325666
bo 	播	c=35 d=2.68657e-09 t=325666
bo 	波	c=4 d=1.56635e-44 t=325666
bo bao 	播報	c=1 d=1.61796e-190 t=325666
bo bo 	波波	c=2 d=2.48771e-16 t=325666
bo dong 	波動	c=23 d=1.5095e-25 t=325666
bo fa 	勃發	c=1 d=4.88717e-254 t=325666
bo fan 	博凡	c=1 d=1.11432e-185 t=325666
bo fan fa ge 	播蕃法哥	c=1 d=1.10181e-258 t=325666
bo fang 	播放	c=311 d=2.79768 t=325666
bo fang biao 	播放表	c=9 d=1.95832e-14 t=325666
bo fang cheng gong 	播放成功	c=1 d=4.95203e-27 t=325666
bo fang dang 	播放當	c=1 d=1.92989e-264 t=325666
bo fang le 	播放了	c=2 d=2.11333e-09 t=325666
bo fang liang 	播放量	c=9 d=5.25588e-243 t=325666
bo fang qi 	播放器	c=25 d=7.27098e-39 t=325666
bo fang qian 	播放前	c=1 d=2.07969e-173 t=325666
bo fang ye 	播放也	c=1 d=1.18681e-103 t=325666
bo fang zhong 	播放中	c=1 d=4.08419e-260 t=325666
bo hao 	撥號	c=3 d=1.17806e-265 t=325666
bo hou 	博後	c=1 d=9.46455e-30 t=325666
bo hui 	駁回	c=1 d=7.4898e-71 t=325666
bo ke 	博客	c=6 d=0.99005 t=325666
bo ke 	播客	c=2 d=0.110048 t=325666
bo ke yuan 	博客園	c=1 d=0.0297478 t=325666
bo kong 	播控	c=6 d=3.43206e-19 t=325666
bo lan 	波蘭	c=1 d=1.31765e-10 t=325666
bo le 	伯樂	c=3 d=6.95596e-266 t=325666
bo mo 	波模	c=1 d=3.04826e-230 t=325666
bo mo 	薄膜	c=1 d=3.06354e-230 t=325666
bo shi 	博士	c=1 d=7.06736e-182 t=325666
bo wen 	波紋	c=2 d=4.71052e-27 t=325666
bo wu 	博物	c=1 d=1.60108e-08 t=325666
bo wu guan 	博物館	c=5 d=0.895834 t=325666
bu 	不	c=902 d=1.59411 t=325666
bu 	布	c=1 d=0.0287941 t=325666
bu 	步	c=8 d=0.244143 t=325666
bu 	補	c=39 d=1.41672 t=325666
bu 	部	c=4 d=4.25922e-48 t=325666
bu an quan 	不安全	c=2 d=7.28035e-149 t=325666
bu ba 	不把	c=1 d=2.071e-65 t=325666
bu bang 	不棒	c=1 d=1.77237e-86 t=325666
bu bao 	不報	c=12 d=1.20503e-47 t=325666
bu bao cun 	不保存	c=1 d=4.34807e-85 t=325666
bu bao cuo 	不報錯	c=1 d=1.06473e-32 t=325666
bu bao han 	不包含	c=5 d=7.69117e-89 t=325666
bu bao kuo 	不包括	c=1 d=2.88946e-277 t=325666
bu bao liu 	不保留	c=1 d=5.2909e-41 t=325666
bu bei 	不被	c=2 d=2.29122e-48 t=325666
bu bi 	不必	c=5 d=5.07253e-08 t=325666
bu bi 	不比	c=1 d=1.09463e-93 t=325666
bu bi yao 	不必要	c=6 d=1.2315e-38 t=325666
bu bian 	不便	c=3 d=5.99455e-10 t=325666
bu bian 	不變	c=30 d=4.6325e-07 t=325666
bu bian de 	不變的	c=1 d=1.16683e-21 t=325666
bu bu 	步步	c=1 d=2.06537e-33 t=325666
bu bu bu 	不不不	c=2 d=8.5464e-06 t=325666
bu cha ru 	不插入	c=1 d=1.33921e-142 t=325666
bu chai 	不拆	c=1 d=1.75563e-92 t=325666
bu chang 	不長	c=1 d=0.19205 t=325666
bu chang 	步長	c=2 d=1.28888e-15 t=325666
bu chang ge bo fang 	不唱歌播放	c=1 d=5.39031e-201 t=325666
bu chang jian 	不常見	c=2 d=4.11959e-97 t=325666
bu chao guo 	不超過	c=2 d=6.67431e-09 t=325666
bu cheng gong 	不成功	c=6 d=1.04909e-05 t=325666
bu chi 	不喫	c=1 d=1.34497e-163 t=325666
bu chi fan 	不喫飯	c=1 d=2.99918e-98 t=325666
bu chong 	補充	c=440 d=0.620266 t=325666
bu chong kai 	補充開	c=1 d=8.91764e-65 t=325666
bu chong le 	補充了	c=4 d=0.000649051 t=325666
bu chou 	不愁	c=1 d=7.72102e-17 t=325666
bu chu 	不出	c=30 d=0.0934665 t=325666
bu chu fa 	不出法	c=1 d=7.33406e-206 t=325666
bu chu lai 	不出來	c=32 d=3.79213e-05 t=325666
bu chu li 	不出力	c=1 d=1.21358e-42 t=325666
bu chu qu 	不出去	c=2 d=0.084163 t=325666
bu chu sheng 	不出聲	c=1 d=0.421051 t=325666
bu chu xian 	不出現	c=4 d=5.65603e-32 t=325666
bu chu zai 	不出在	c=1 d=6.6682e-57 t=325666
bu chuan 	不傳	c=8 d=3.96734e-08 t=325666
bu chuan ru 	不傳如	c=1 d=3.98723e-07 t=325666
bu chuang jian 	不創建	c=2 d=4.16751e-86 t=325666
bu cun zai 	不存在	c=18 d=1.19783e-06 t=325666
bu cun zai de hua 	不存在的話	c=1 d=1.51846e-208 t=325666
bu cun zai le 	不存在了	c=1 d=5.98785e-85 t=325666
bu cuo 	不錯	c=15 d=0.190091 t=325666
bu cuo de 	不錯的	c=1 d=1.04727e-14 t=325666
bu cuo le 	不錯了	c=1 d=0.0157644 t=325666
bu da 	不大	c=76 d=0.524663 t=325666
bu da bu xiao 	不大不小	c=1 d=2.69538e-165 t=325666
bu da kai 	不打開	c=2 d=2.898e-106 t=325666
bu da suan 	不打算	c=1 d=0.000136389 t=325666
bu dai 	不帶	c=8 d=0.0944202 t=325666
bu dan dan 	不單單	c=5 d=6.5669e-24 t=325666
bu dao 	不到	c=109 d=0.000816895 t=325666
bu dao le 	不到了	c=3 d=2.62747e-12 t=325666
bu de 	不得	c=2 d=3.48503e-129 t=325666
bu de 	補的	c=1 d=2.71403e-11 t=325666
bu de bu 	不得不	c=2 d=7.49107e-73 t=325666
bu de liao 	不得了	c=1 d=2.12935e-39 t=325666
bu dei 	不得	c=2 d=2.46421e-22 t=325666
bu deng yu 	不等於	c=2 d=1.02502e-261 t=325666
bu dian ji 	不點擊	c=1 d=4.2038e-41 t=325666
bu diao 	不掉	c=4 d=3.96722e-188 t=325666
bu diao yong 	不調用	c=2 d=8.09075e-126 t=325666
bu ding 	布丁	c=1 d=2.80718e-55 t=325666
bu ding 	補丁	c=1 d=5.41089e-187 t=325666
bu ding de 	不定的	c=1 d=9.68412e-182 t=325666
bu dong 	不動	c=3 d=2.49731e-120 t=325666
bu dong 	不懂	c=6 d=2.93957e-09 t=325666
bu dong ne 	不懂呢	c=1 d=0.0804596 t=325666
bu du che 	不堵車	c=1 d=3.20974e-14 t=325666
bu duan 	不斷	c=15 d=1.55429e-12 t=325666
bu dui 	不對	c=49 d=0.966194 t=325666
bu dui a 	不對啊	c=4 d=1.59913e-23 t=325666
bu dui ba 	不對吧	c=6 d=1.41946e-62 t=325666
bu dui jin 	不對勁	c=1 d=3.0252e-82 t=325666
bu dui qi 	不對齊	c=2 d=4.29603e-61 t=325666
bu dui ying 	不對應	c=2 d=5.40072e-18 t=325666
bu duo 	不多	c=12 d=5.49746e-21 t=325666
bu er 	不二	c=2 d=8.95871e-120 t=325666
bu er 	布爾	c=3 d=2.68594e-65 t=325666
bu er zhi 	布尔值	c=8 d=2.10954e-45 t=325666
bu fa 	不發	c=1 d=1.31671e-31 t=325666
bu fa 	補發	c=2 d=0.2334 t=325666
bu fan 	不凡	c=1 d=2.19219e-87 t=325666
bu fan hui 	不返回	c=1 d=2.26398e-260 t=325666
bu fang 	不放	c=2 d=3.45047e-100 t=325666
bu fang bian 	不方便	c=1 d=2.56944e-249 t=325666
bu fang jia 	不放假	c=1 d=3.3656e-13 t=325666
bu fang kai 	不放開	c=1 d=1.15742e-14 t=325666
bu fang xin 	不放心	c=2 d=6.49693e-45 t=325666
bu fen 	部分	c=219 d=0.501312 t=325666
bu fen er 	部分二	c=2 d=1.81571e-223 t=325666
bu fen quan xian 	部分權限	c=1 d=3.25184e-79 t=325666
bu fu 	不服	c=2 d=7.51278e-107 t=325666
bu fu he 	不符合	c=6 d=2.93452e-08 t=325666
bu gai 	不改	c=3 d=1.6174e-39 t=325666
bu gai 	不該	c=1 d=0.247833 t=325666
bu gai dong 	不改動	c=2 d=5.74621e-71 t=325666
bu gan 	不感	c=4 d=1.43782e-07 t=325666
bu gan 	不敢	c=12 d=1.44859e-14 t=325666
bu gan dong 	不敢動	c=1 d=8.50385e-153 t=325666
bu gan le 	不敢了	c=2 d=2.24158e-55 t=325666
bu gan rao 	不干擾	c=1 d=1.0172e-171 t=325666
bu gan shuo 	不敢說	c=1 d=7.49769e-54 t=325666
bu gan xing qu 	不感興趣	c=4 d=0.0247235 t=325666
bu gao 	不搞	c=3 d=2.29622e-103 t=325666
bu gao 	不高	c=1 d=1.43661e-116 t=325666
bu ge 	補個	c=3 d=1.20519e-78 t=325666
bu gei li 	不給力	c=2 d=2.74992e-136 t=325666
bu gen 	不跟	c=19 d=8.58479e-18 t=325666
